Status,Disbursement,Date of Disbursement,YEAR of Disbursement,Contract,Gender,Repeat SME,"Last Study
Date","Date of creation 
of the Health SME",Average Age of the SME (years),"Specialty of the 
Medical Equipment",SPECIALTY GROUP,Brand,Model,Year,Serial Number, Equipment Value ($ Mexican Pesos) , Equipment Value (€ Euro) ,"Number of 
Consultations per Day","Number of 
Consultations per Month",Income per Consultation (MXN),Patients (BACKBONE),Pacientes (Monthly Consultations times 6?),Number of Surgeries or Treatments per Month,Income per Surgeries or Treatments (MXN),Number of Childbirths per Month,CLINIC SIZE BACKBONE,Clinic Size,% of Patients with Middle-Low to Low Income,"Number of Beds 
 Ambulatory or for Hospitalization",Number of Doctors,Non Medical Staff,Total Staff,Attends Patients with Health Insurance,Location of the Health SME,ZIP CODE,REGION (BACKBONE),Country,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,Alt_Address_1,Alt_Address_2,geometry,index_right,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVEGEO,AMBITO,POBTOT,VIVTOT,PEA,P_12YMAS,PDER_SS,VPH_C_SERV,PRO_OCUP_C,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_PC,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,Clave de entidad,Entidad federativa,clave_municipio,Municipio,Pobreza_Porcentaje_2020,Pobreza_extrema_Porcentaje2020,Carencia_acceso_seguridad_social_Porcentaje2020,Carencia_acceso_alimentación_Porcentaje2020,Rezago_educativo_Porcentaje2020,tasa_empleo,NSE_score,NSE,precio_promedio
Paid Off,D1.3,19/1/2022,2022,AP0630-001,Enterprise,No,-,28/2/2018,"5,84",Gynecology,Gynecology,GENERAL ELECTRIC,LOGIQ P9,2020,LP9370708," $ 1 131 000,00 "," $ 51 785,71 ",10,300," $ 800,00 ",  900 ,1800,-, - ,,Micro,Small,80%,0,1,3,4,No,Semiurban,48900,West-Bajio,Mexico,Jalisco,Autlán de Navarro,Autlán de Navarro,"Autlán de Navarro, Jalisco, Mexico",,https://www.facebook.com/Cerecs-484319444931861/,https://www.linkedin.com/in/alfredo-gomez-becerra-6ab58684/?originalSubdomain=mx,,"DEGOLLADO 33, Autlán de Navarro, Jalisco, Mexico",19.7657809,-104.3758034,"AUTLÁN DE NAVARRO, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-104.3758034 19.7657809),23371,14,015,0001,0151,1401500010151,Urbana,3937,1301,2028.0,3048.0,3088.0,1065.0,1.1,1010.0,874.0,525.0,523.0,414.0,620.0,557.0,171.0,110.0,14.0,Jalisco,15.0,Autlán de Navarro,31.4519110235,3.0299653174,53.1832725401,18.4962537635,15.532164124,0.6653543307086615,10.373549235562354,Medio,
Paid Off,D1.3,19/1/2022,2022,AP0634-001,Enterprise,No,-,5/4/2019,"4,74",Gynecology,Gynecology,HOLOGIC,SELENIA,2009,-," $ 946 560,00 "," $ 43 340,66 ",22,660," $ 400,00 ",  1 980 ,3960,150," $ 1 700,00 ",,Micro,Small,50%,0,2,3,5,No,Urban,80220,NorthWest,Mexico,Sinaloa,Culiacán,Culiacán Rosales,"Culiacán, Sinaloa, Mexico",,,doctoralia.com.mx/clinicas/ultrasonido-diagnostico-y-tomografia-computarizada-s-a-de-c-v,-,"Prol. Álvaro Obregón 1260, Culiacán, Sinaloa, Mexico",24.7549722,-107.3862053,"CULIACÁN, SINALOA, MEXICO","SINALOA, MEXICO",POINT (-107.3862053 24.7549722),49643,25,006,0001,4755,2500600014755,Urbana,2072,579,1025.0,1612.0,1481.0,505.0,1.27,501.0,379.0,188.0,256.0,136.0,314.0,218.0,46.0,40.0,25.0,Sinaloa,6.0,Culiacán,23.0047124707,1.6938280783,38.9203795057,17.261090491,13.1342659314,0.6358560794044665,10.490960124716391,Medio,
Paid Off,D1.3,19/1/2022,2022,AP0641-001,Man,No,-,22/1/2007,"16,95",Gynecology,Gynecology,GENERAL ELECTRIC,VOLUSON P8,2020,VP8807113," $ 777 200,00 "," $ 35 586,08 ",5,150," $ 1 000,00 ",  450 ,900,15," $ 40 000,00 ",15.0,Micro,Micro,20%,1,1,2,3,No,Urban,37150,West-Bajio,Mexico,Guanajuato,León,León de los Aldama,"León, Guanajuato, Mexico",,https://www.facebook.com/saludginecologica.org/about/,"https://dr-ricardo-alberto-lopez-narvaez-ginecologo.negocio.site/

https://www.topdoctors.mx/doctor/ricardo-alberto-lopez-narvaez

https://www.hospitalesangeles.com/datos.php?ID=AC0173",https://www.doctoralia.com.mx/ricardo-a-lopez-narvaez/ginecologo/leon,"Av. Cerro Gordo 311, León, Guanajuato, Mexico",21.1524091,-101.6976808,"LEÓN, GUANAJUATO, MEXICO","GUANAJUATO, MEXICO",POINT (-101.6976808 21.1524091),16696,11,020,0001,0092,1102000010092,Urbana,1138,451,588.0,1077.0,950.0,399.0,0.52,396.0,383.0,329.0,340.0,272.0,344.0,264.0,124.0,53.0,11.0,Guanajuato,20.0,León,45.8862788678,6.5124156768,46.7842213232,28.9700642625,17.9231876478,0.5459610027855153,18.70325124986134,Alto,
Paid Off,D2.3,30/6/2023,2023,AP0649-001,Woman,No,-,23/10/2017,"6,19",Gynecology,Gynecology,GENERAL ELECTRIC,LOGIQ F6,2021,6057799WX0," $ 498 800,00 "," $ 22 838,83 ",17,510," $ 1 400,00 ",  1 530 ,3060,3," $ 10 000,00 ",2.0,Micro,Micro,10%,1,1,2,3,Yes,Urban,83000,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",https://instagram.com/dra.aquintana?igshid=1l3gz5eyxb5ar,https://es-es.facebook.com/pg/Dra.AdrianaQuintana/posts/,https://draadrianaviridianaquintanasanchez.negocio.site/,https://www.doctoralia.com.mx/adriana-viridiana-quintana-sanchez/ginecologo/hermosillo,"AV NUEVO LEON NO 10, Hermosillo, Sonora, Mexico",29.0948207,-110.9692202,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9692202 29.0948207),52457,26,030,0001,1996,2603000011996,Urbana,823,465,475.0,748.0,658.0,270.0,0.57,267.0,235.0,200.0,195.0,186.0,230.0,143.0,126.0,50.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.6350267379679144,12.121804497594526,Medio,
Paid Off,D1.3,19/1/2022,2022,AP0650-001,Woman,No,-,1/1/2009,"15,01",Gynecology,Gynecology,GENERAL ELECTRIC,VOLUSON P8,2021,VP8807112," $ 777 200,00 "," $ 35 586,08 ",4,120," $ 700,00 ",  360 ,720,25," $ 15 000,00 ",25.0,Micro,Small,60%,1,1,4,5,No,Urban,21397,NorthWest,Mexico,Baja California,Mexicali,Mexicali,"Mexicali, Baja California, Mexico",,https://www.facebook.com/Ginecologa-Dra-Elizabeth-Leyva-300386393654642/?hc_ref=ARSFCCUBGm2s8ULLPaHkOcsR2q481X6c7SLbhxGUkm9ZBA-2EPfPnrhjcRc_KV4i3S8&fref=nf&__tn__=kC-R,,https://www.doctoralia.com.mx/elizabeth-leyva-quintero/ginecologo/mexicali,"RIO COAXTLA 2600, Mexicali, Baja California, Mexico",32.6010177,-115.3857488,"MEXICALI, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-115.3857488 32.6010177),984,02,002,0001,6200,0200200016200,Urbana,3264,1141,1668.0,2783.0,2754.0,1037.0,0.76,1023.0,953.0,816.0,841.0,613.0,812.0,582.0,423.0,225.0,2.0,Baja California,2.0,Mexicali,20.2190064344,1.0840310918,43.6786382379,10.725499836,10.8596706497,0.5993532159540065,24.385472099911325,Alto,
Paid Off,D1.3,19/1/2022,2022,AP0651-001,Woman,Yes - Include,-,24/8/2016,"8,11",Gynecology,Gynecology,GENERAL ELECTRIC,VOLUSON S8,2021,VS8805585," $ 1 158 840,00 "," $ 53 060,44 ",5,150," $ 1 300,00 ",  450 ,900,2," $ 1 300,00 ",0.0,Micro,Micro,20%,0,1,2,3,No,Urban,83156,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",https://instagram.com/dra.lopezsaiz?igshid=ggetsh0o5jzx,https://www.facebook.com/pg/Dra-Laura-Elena-L%C3%B3pez-Saiz-100738745144874/posts/,https://www.youtube.com/watch?app=desktop&v=Hpi76cNa5jk,https://www.doctoralia.com.mx/laura-elena-lopez-saiz/ginecologo/ciudad-de-mexico,"Bv. Justo Sierra 39, Hermosillo, Sonora, Mexico",29.0948207,-110.9692202,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9692202 29.0948207),52457,26,030,0001,1996,2603000011996,Urbana,823,465,475.0,748.0,658.0,270.0,0.57,267.0,235.0,200.0,195.0,186.0,230.0,143.0,126.0,50.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.6350267379679144,12.121804497594526,Medio,
Active,sept.-25,31/09/2025,2025,AP0651-002,Woman,Yes,,21/5/2019,"6,66",Imagenology,Radiology & Imaging,GE,VOLUSON E8 BT21 DEMO,2025,E49632 ," $ 1 692 440,00 "," $ 82 558,05 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,39%,1,1,2,3,Yes,Urban,83156,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",https://www.instagram.com/care.prenatal/,https://www.facebook.com/profile.php?id=100063855863110,https://www.youtube.com/watch?app=desktop&v=Hpi76cNa5jk,,"Bv. Justo Sierra 39, Hermosillo, Sonora, Mexico",29.0948207,-110.9692202,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9692202 29.0948207),52457,26,030,0001,1996,2603000011996,Urbana,823,465,475.0,748.0,658.0,270.0,0.57,267.0,235.0,200.0,195.0,186.0,230.0,143.0,126.0,50.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.6350267379679144,12.121804497594526,Medio,
Paid Off,avr.-23,30/4/2023,2023,AP0661-001,Man,No,-,28/8/2018,"5,35",Gynecology,Gynecology,GENERAL ELECTRIC,VOLUSON S8T,2021,VS8803428," $ 1 150 000,00 "," $ 52 655,68 ",26,780," $ 1 400,00 ",  2 340 ,4680,8," $ 10 000,00 ",6.0,Micro,Small,3%,2,2,3,5,Yes,Urban,45136,Center,Mexico,Mexico,Zapopan,Zapopan,"Zapopan, Mexico, Mexico",EN PROCESO,EN PROCESO,,https://www.doctoralia.com.mx/miguel-plascencia-ramirez/ginecologo/zapopan,"AV. CENTRAL GUILLERMO GONZALEZ CAMARENA #911 TORRE DE CONSULTORIOS PISO 4, Zapopan, Mexico, Mexico",19.3404269,-98.996911,"ZAPOPAN, MEXICO, MEXICO","MEXICO, MEXICO",POINT (-98.996911 19.3404269),12300,09,007,0001,3115,0900700013115,Urbana,5980,1670,3076.0,4832.0,3968.0,1596.0,1.07,1330.0,1088.0,654.0,482.0,497.0,1062.0,283.0,164.0,147.0,9.0,Ciudad de México,7.0,Iztapalapa,43.8873067404,6.5593491029,54.2860751759,20.3309879362,10.1556599464,0.6365894039735099,7.568249017197145,Medio-Bajo,
Paid Off,D1.4,4/3/2022,2022,AP0678-001,Man,No,-,1/1/2012,"12,76",Gynecology,Gynecology,GENERAL ELECTRIC,F6,2021,6058094WX0," $ 439 011,28 "," $ 20 101,25 ",10,300," $ 500,00 ",  900 ,1800,-, - ,0.0,Micro,Micro,100%,0,1,2,3,No,Rural,48950,West-Bajio,Mexico,Jalisco,Cuautitlán de García Barragán,Cuautitlán de García Barragán,"Cuautitlán de García Barragán, Jalisco, Mexico",https://www.instagram.com/robert.7350/?hl=es-la,https://www.facebook.com/drirvingcuautitlan/?ref=page_internal,,,"ALDAMA 4, Cuautitlán de García Barragán, Jalisco, Mexico",19.4516184,-104.3635741,"CUAUTITLÁN DE GARCÍA BARRAGÁN, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-104.3635741 19.4516184),23714,14,027,0001,0171,1402700010171,Urbana,1119,413,532.0,896.0,967.0,330.0,0.97,311.0,268.0,102.0,214.0,93.0,146.0,91.0,20.0,8.0,14.0,Jalisco,27.0,Cuautitlán de García Barragán,57.5028481075,18.8719491795,78.7500483486,30.6146002763,26.9959707682,0.59375,-0.9082705782872572,Bajo-Medio,
Paid Off,D1.3,19/1/2022,2022,AP0681-001,Woman,No,-,1/1/1996,"28,02",Ophthalmology,Ophthalmology,NIDEK,OCT DUO,2021,741735," $ 1 263 037,00 "," $ 57 831,36 ",13,390," $ 1 000,00 ",  1 170 ,2340,20," $ 30 000,00 ",,Small,Small,20%,1,2,4,6,Yes,Urban,76000,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",,,,https://www.doctoralia.com.mx/ellery-marino-lopez-star/oftalmologo/santiago-de-queretaro,"HIDALGO 2A, Querétaro, Querétaro, Mexico",20.5879141,-100.3851917,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.3851917 20.5879141),45384,22,014,0001,2329,2201400012329,Urbana,1815,706,1060.0,1573.0,1335.0,588.0,0.78,521.0,395.0,286.0,230.0,312.0,434.0,351.0,182.0,86.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.673871582962492,15.227468976815826,Medio-Alto,
Paid Off,D2.3,30/6/2023,2023,AP0683-003,Man,No,-,8/7/1998,"25,50",Ophthalmology,Ophthalmology,MEDIWORKS  CAMARA  DE FONDO ,FC 161,2021,J202208315," $ 120 000,00 "," $ 5 494,51 ",8,240," $ 800,00 ",  720 ,1440,6," $ 8 000,00 ",,Micro,Micro,15%,1,1,2,3,No,Urban,34000,NorthEast,Mexico,Durango,Durango,Victoria de Durango,"Durango, Durango, Mexico",,,,,"INDEPENDENCIA 421 SUR, Durango, Durango, Mexico",24.0062902,-104.6795126,"DURANGO, DURANGO, MEXICO","DURANGO, MEXICO",POINT (-104.6795126 24.0062902),14464,10,005,0001,1973,1000500011973,Urbana,4483,1165,2129.0,3548.0,3175.0,1056.0,0.9,1007.0,847.0,566.0,457.0,370.0,540.0,345.0,124.0,117.0,10.0,Durango,5.0,Durango,32.1046854266,1.9955972384,45.2300009993,15.7648910829,8.7324702033,0.6000563697857948,12.079105896148166,Medio,
Paid Off,D1.5,8/4/2022,2022,AP0860-001,Man,Yes - Include,-,24/5/2019,"5,36",Cardiology,Cardiology & Related,BTL,E600 FLEXI,2021,07600B001316," $ 212 880,00 "," $ 9 747,25 ","3,666666667",110," $ 700,00 ",  330 ,660,40," $ 2 500,00 ",,Micro,Micro,10%,0,1,2,3,No,Urban,77717,South,Mexico,Quintana Roo,Solidaridad,Playa del Carmen,"Solidaridad, Quintana Roo, Mexico",NO CUENTA,NO CUENTA,NO CUENTA,,"CARRETERA FEDERAL CANCUN PLAYA KM 307 L39, Solidaridad, Quintana Roo, Mexico",20.493616,-86.9560318,"SOLIDARIDAD, QUINTANA ROO, MEXICO","QUINTANA ROO, MEXICO",POINT (-86.9560318 20.493616),46119,23,001,0001,0441,2300100010441,Urbana,5386,1478,2789.0,4242.0,4279.0,1388.0,1.41,1252.0,1070.0,542.0,423.0,470.0,924.0,892.0,315.0,127.0,23.0,Quintana Roo,1.0,Cozumel,39.5893036075,5.0619080073,45.6217643955,14.0216656975,11.1986086824,0.6574728901461575,13.036379139732327,Medio-Alto,
Paid Off,juin-24,30/6/2024,2024,AP0693-002,Man,No,0,1/1/2020,"5,00",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,VERSANA PREMIER,2023,6141736WX0," $ 417 600,00 "," $ 19 120,88 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,30%,0,1,2,3,No,Urban,45030,West-Bajio,Mexico,Jalisco,Zapopan,Zapopan,"Zapopan, Jalisco, Mexico",https://www.instagram.com/rayosx.mx/?igshid=xq2m4wjl41zn,,,,"MANUEL J CLOUTHIER 596, Zapopan, Jalisco, Mexico",20.6661219,-103.4201659,"ZAPOPAN, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.4201659 20.6661219),27585,14,120,0001,2971,1412000012971,Urbana,3307,1142,1787.0,2915.0,2711.0,1041.0,0.58,1035.0,1011.0,931.0,934.0,923.0,980.0,754.0,681.0,341.0,14.0,Jalisco,120.0,Zapopan,26.5960583242,2.7313782181,47.6418426949,11.4790194004,11.0207054732,0.6130360205831904,30.6289552096325,Alto,500.0
Paid Off,D1.4,4/3/2022,2022,AP0703-001,Enterprise,Yes,-,20/5/2015,"9,37",Ophthalmology,Ophthalmology,CARL ZEISS,VISULAS GREEN COMFORT,2021,1235210," $ 856 982,72 "," $ 39 239,14 ",185,5550," $ 1 000,00 ",  16 650 ,33300,480," $ 20 000,00 ",,Medium,Big,10%,4,29,30,59,No,Urban,64000,NorthEast,Mexico,Nuevo León,Monterrey,Monterrey,"Monterrey, Nuevo León, Mexico",,,,-,"AVENIDA MIGUEL HIDALGO 330, Monterrey, Nuevo León, Mexico",25.6802019,-100.315258,"MONTERREY, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.315258 25.6802019),38801,19,039,0001,1506,1903900011506,Urbana,218,105,124.0,203.0,161.0,59.0,0.73,61.0,54.0,54.0,37.0,49.0,61.0,41.0,26.0,17.0,19.0,Nuevo León,39.0,Monterrey,19.2234808152,1.7653326618,41.9833891638,11.9565698913,10.1070453321,0.6108374384236454,13.058997373680752,Medio-Alto,966.6666666666666
Paid Off,D1.4,4/3/2022,2022,AP0703-002,Enterprise,Yes - Include,-,20/5/2015,"9,37",Ophthalmology,Ophthalmology,CARL ZEISS,CIRRUS 6000,2021,6000-11403," $ 1 937 900,62 "," $ 88 731,71 ",185,5550," $ 1 000,00 ",  16 650 ,33300,480," $ 20 000,00 ",,Medium,Big,10%,4,29,30,59,No,Urban,64000,NorthEast,Mexico,Nuevo León,Monterrey,Monterrey,"Monterrey, Nuevo León, Mexico",,,,https://wellmedic.mx/,"AVENIDA MIGUEL HIDALGO 330, Monterrey, Nuevo León, Mexico",25.6802019,-100.315258,"MONTERREY, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.315258 25.6802019),38801,19,039,0001,1506,1903900011506,Urbana,218,105,124.0,203.0,161.0,59.0,0.73,61.0,54.0,54.0,37.0,49.0,61.0,41.0,26.0,17.0,19.0,Nuevo León,39.0,Monterrey,19.2234808152,1.7653326618,41.9833891638,11.9565698913,10.1070453321,0.6108374384236454,13.058997373680752,Medio-Alto,966.6666666666666
Paid Off,D1.4,4/3/2022,2022,AP0703-003,Enterprise,Yes,-,20/5/2015,"9,37",Ophthalmology,Ophthalmology,CARL ZEISS,IOL MASTER 700,2021,1240565," $ 1 283 320,86 "," $ 58 760,11 ",185,5550," $ 1 000,00 ",  16 650 ,33300,480," $ 20 000,00 ",,Medium,Big,10%,4,29,30,59,No,Urban,64000,NorthEast,Mexico,Nuevo León,Monterrey,Monterrey,"Monterrey, Nuevo León, Mexico",,,,-,"AVENIDA MIGUEL HIDALGO 330, Monterrey, Nuevo León, Mexico",25.6802019,-100.315258,"MONTERREY, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.315258 25.6802019),38801,19,039,0001,1506,1903900011506,Urbana,218,105,124.0,203.0,161.0,59.0,0.73,61.0,54.0,54.0,37.0,49.0,61.0,41.0,26.0,17.0,19.0,Nuevo León,39.0,Monterrey,19.2234808152,1.7653326618,41.9833891638,11.9565698913,10.1070453321,0.6108374384236454,13.058997373680752,Medio-Alto,966.6666666666666
Paid Off,D1.4,4/3/2022,2022,AP0703-004,Enterprise,Yes,-,20/5/2015,"9,37",Ophthalmology,Ophthalmology,CARL ZEISS,HFA 3 860,2021,860-19232," $ 637 353,98 "," $ 29 182,87 ",185,5550," $ 1 000,00 ",  16 650 ,33300,480," $ 20 000,00 ",,Medium,Big,10%,4,29,30,59,No,Urban,64000,NorthEast,Mexico,Nuevo León,Monterrey,Monterrey,"Monterrey, Nuevo León, Mexico",,,,-,"AVENIDA MIGUEL HIDALGO 330, Monterrey, Nuevo León, Mexico",25.6802019,-100.315258,"MONTERREY, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.315258 25.6802019),38801,19,039,0001,1506,1903900011506,Urbana,218,105,124.0,203.0,161.0,59.0,0.73,61.0,54.0,54.0,37.0,49.0,61.0,41.0,26.0,17.0,19.0,Nuevo León,39.0,Monterrey,19.2234808152,1.7653326618,41.9833891638,11.9565698913,10.1070453321,0.6108374384236454,13.058997373680752,Medio-Alto,966.6666666666666
Paid Off,D1.4,4/3/2022,2022,AP0703-005,Enterprise,Yes,-,20/5/2015,"9,37",Ophthalmology,Ophthalmology,CARL ZEISS,CLARUS 700,2021,CL700-71774," $ 2 239 351,83 "," $ 102 534,42 ",185,5550," $ 1 000,00 ",  16 650 ,33300,480," $ 20 000,00 ",,Medium,Big,10%,4,29,30,59,No,Urban,64000,NorthEast,Mexico,Nuevo León,Monterrey,Monterrey,"Monterrey, Nuevo León, Mexico",,,,-,"AVENIDA MIGUEL HIDALGO 330, Monterrey, Nuevo León, Mexico",25.6802019,-100.315258,"MONTERREY, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.315258 25.6802019),38801,19,039,0001,1506,1903900011506,Urbana,218,105,124.0,203.0,161.0,59.0,0.73,61.0,54.0,54.0,37.0,49.0,61.0,41.0,26.0,17.0,19.0,Nuevo León,39.0,Monterrey,19.2234808152,1.7653326618,41.9833891638,11.9565698913,10.1070453321,0.6108374384236454,13.058997373680752,Medio-Alto,966.6666666666666
Paid Off,D1.5,8/4/2022,2022,AP0707-001,Woman,No,-,1/1/1998,"26,01",Radiology,Radiology & Imaging,Ghunter,NewPong,2021,-," $ 390 000,00 "," $ 17 857,14 ",10,300," $ 900,00 ",  900 ,1800,600," $ 25 000,00 ",,Micro,Small,10%,0,2,3,5,No,Urban,88550,NorthEast,Mexico,Tamaulipas,Reynosa,Reynosa,"Reynosa, Tamaulipas, Mexico",https://www.instagram.com/explore/locations/582765851761908/mexico/reynosa-tamaulipas/dra-maria-del-pilar-reyes-aguero/?hl=es,https://www.facebook.com/BeautyTrendsTamps/,https://www.linkedin.com/in/ma-del-pilar-reyes-aguero-25187751/?originalSubdomain=mx,,"A RODRIGUEZ 890, Reynosa, Tamaulipas, Mexico",26.0901399,-98.2705905,"REYNOSA, TAMAULIPAS, MEXICO","TAMAULIPAS, MEXICO",POINT (-98.2705905 26.0901399),56251,28,032,0001,1044,2803200011044,Urbana,636,353,348.0,543.0,475.0,248.0,0.66,224.0,181.0,162.0,160.0,136.0,182.0,126.0,66.0,39.0,28.0,Tamaulipas,32.0,Reynosa,27.8662861396,2.1467609676,35.7479173853,11.5248383878,12.3115926638,0.6408839779005525,12.683219114207729,Medio-Alto,
Paid Off,D1.3,19/1/2022,2022,AP0725-001,Enterprise,No,-,21/9/2007,"16,29",Radiology,Radiology & Imaging,LG ASPEN STATE,DXD14X17 SPX24,2021,101KCCVK1571," $ 649 169,10 "," $ 29 723,86 ",58,1740," $ 460,00 ",  5 220 ,10440,120," $ 1 500,00 ",,Small,Medium,70%,0,3,8,11,No,Urban,74000,Center,Mexico,Puebla,San Martín Texmelucan,San Martín Texmelucan de Labastida,"San Martín Texmelucan, Puebla, Mexico",,https://www.facebook.com/Gabinete-De-Radiodiagnostico-Texmelucan-1685093488454315/,https://www.linkedin.com/in/rafael-ramos-palmeros?trk=people-guest_people_search-card,,"AVENIDA LIBERTAD NORTE 211, San Martín Texmelucan, Puebla, Mexico",19.288786,-98.4435299,"SAN MARTÍN TEXMELUCAN, PUEBLA, MEXICO","PUEBLA, MEXICO",POINT (-98.4435299 19.288786),44302,21,132,0001,0321,2113200010321,Urbana,4340,1340,2321.0,3586.0,2792.0,1136.0,0.89,984.0,820.0,559.0,429.0,462.0,680.0,388.0,193.0,124.0,21.0,Puebla,132.0,San Martín Texmelucan,65.2884217303,11.61228648,67.8731712773,28.9018016702,13.7283307317,0.647239263803681,3.990679142243267,Bajo-Alto,
Paid Off,D1.2,8/12/2021,2021,AP0749-001,Man,Yes - Include,-,1/1/2018,"6,75",Gynecology,Gynecology,GENERAL ELECTRIC,LOGIQ P9,2021,LP9370793," $ 1 590 854,20 "," $ 72 841,31 ",33,990," $ 950,00 ",  2 970 ,5940,360," $ 4 600,00 ",,Micro,Small,70%,0,1,3,4,Yes,Urban,76160,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",https://www.instagram.com/clinica_del_dolor_comedem/?hl=es,https://www.facebook.com/comedem.org.mx/,,https://www.comedem.org.mx/,"MANUFACTURA 48, Querétaro, Querétaro, Mexico",20.6087189,-100.3869647,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.3869647 20.6087189),45472,22,014,0001,223A,220140001223A,Urbana,2113,793,1242.0,1932.0,1737.0,705.0,0.58,696.0,619.0,555.0,549.0,564.0,663.0,531.0,414.0,199.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.6428571428571429,27.936957280950395,Alto,
Paid Off,D1.3,19/1/2022,2022,AP0749-002,Man,Yes,0,1/1/2018,"7,00",Gynecology,Gynecology,VERSANA,ACTIVE 4TX 3G,2021,6131385WX0," $ 522 000,00 "," $ 23 901,10 ",33,660," $ 950,00 ",  1 980 ,1980,60," $ 25 000,00 ",,Micro,Micro,70%,0,1,3,4,Yes,Urban,76160,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",https://www.instagram.com/clinica_del_dolor_comedem/?hl=es,https://www.facebook.com/comedem.org.mx/,https://twitter.com/ComedemAc?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AComedemAc%7Ctwgr%5EeyJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2hvcml6b25fdHdlZXRfZW1iZWRfOTU1NSI6e,https://www.comedem.org.mx/?fbclid=IwAR2hkQuXwMxsrqWmWgz0seRtk_-K6qFHHV0AcKHPqt-bcE5jrh6xFOyYilw,"MANUFACTURA 48, Querétaro, Querétaro, Mexico",20.6087189,-100.3869647,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.3869647 20.6087189),45472,22,014,0001,223A,220140001223A,Urbana,2113,793,1242.0,1932.0,1737.0,705.0,0.58,696.0,619.0,555.0,549.0,564.0,663.0,531.0,414.0,199.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.6428571428571429,27.936957280950395,Alto,
